food_code,name,basis_unit,per100_kcal,per100_protein_g,per100_fat_g,per100_carb_g,per100_sugar_g,source
R211-475034001-1200,꼬막류_새꼬막_육_생것_부산_5월,100g,87,11.90,1.70,5.10,5.10,수산과학원
R211-475034001-0457,꼬막류_새꼬막_육_생것_완도_3월,100g,93,10.89,2.76,5.19,,수산과학원
R211-475054001-0457,꼬막류_참꼬막_육_생것_완도_3월,100g,88,14.23,1.34,3.76,,수산과학원
R211-475077401-0000,"꼬막류_피조개_양식,육_생것_대표_평균",100g,92,11.80,2.20,3.00,,수산과학원
R211-475074050-0766,꼬막류_피조개_육_구운것_여수_평균,100g,179,24.69,4.07,8.91,,수산과학원
R211-475074002-0766,꼬막류_피조개_육_말린것_여수_평균,100g,425,55.85,9.58,24.10,,수산과학원
R211-475074001-1042,꼬막류_피조개_육_생것_거제_3월,100g,87,4.48,1.93,12.05,,수산과학원
R211-475074001-1200,꼬막류_피조개_육_생것_부산_5월,100g,66,11.60,0.60,2.70,2.70,수산과학원
R211-475074001-1055,꼬막류_피조개_육_생것_진해_3월,100g,84,4.12,1.93,11.85,,수산과학원
R211-475074049-0766,꼬막류_피조개_육_찐것_여수_평균,100g,164,22.48,3.59,8.66,,수산과학원
R211-475074028-0000,꼬막류_피조개_육_통조림_대표_평균,100g,128,18.00,1.30,7.80,,수산과학원
R211-475073901-0000,꼬막류_피조개_전체_생것_대표_평균,100g,81,1.43,1.83,77.70,,수산과학원
R211-475073901-1201,꼬막류_피조개_전체_생것_부산_6월,100g,97,12.02,2.66,5.20,,수산과학원
R211-475073901-0766,꼬막류_피조개_전체_생것_여수_평균,100g,91,12.50,1.75,5.20,,수산과학원
R112-815015101-0000,꼬시래기류_꼬시래기_줄기_생것_대표_평균,100g,17,1.80,0.20,6.20,5.90,수산과학원
R211-033014050-0896,꼬치고기_육_구운것_남해_평균,100g,152,30.31,2.54,0.00,,수산과학원
R211-033014001-1200,꼬치고기_육_생것_부산_5월,100g,97,20.45,0.80,0.65,0.65,수산과학원
R211-033014001-0757,꼬치고기_육_생것_여수_4월,100g,102,20.55,1.61,0.00,,수산과학원
R211-663014071-0000,꼴뚜기류_꼴뚜기_육_젓갈_대표_평균,100g,92,16.00,2.00,0.30,,수산과학원
R211-663033901-0004,꼴뚜기류_반원니꼴뚜기_전체_생것_대표_4월,100g,92,16.63,1.91,0.84,,수산과학원
R211-663054046-0000,꼴뚜기류_불똥꼴뚜기_육_삶은것_대표_평균,100g,101,17.70,2.90,0.40,,수산과학원
R211-663054001-0000,꼴뚜기류_불똥꼴뚜기_육_생것_대표_평균,100g,101,14.40,3.00,0.60,,수산과학원
R211-663054060-0000,꼴뚜기류_불똥꼴뚜기_육_조린것_대표_평균,100g,272,27.00,6.70,22.90,,수산과학원
R211-663054017-0000,꼴뚜기류_불똥꼴뚜기_육_조미훈제_대표_평균,100g,339,43.10,7.50,21.30,,수산과학원
R211-663074004-0000,꼴뚜기류_참꼴뚜기_육_삶아서 말린것_대표_평균,100g,286,51.30,6.60,1.70,1.70,수산과학원
R211-663074001-1197,꼴뚜기류_참꼴뚜기_육_생것_부산_2월,100g,78,13.60,1.80,1.00,1.00,수산과학원
R211-663074071-0000,꼴뚜기류_참꼴뚜기_육_젓갈_대표_평균,100g,88,16.00,2.00,0.30,0.30,수산과학원
R211-663094101-1204,꼴뚜기류_창꼴뚜기_내장_생것_부산_9월,100g,113,18.48,3.03,1.63,,수산과학원
R211-663094901-1201,꼴뚜기류_창꼴뚜기_다리_생것_부산_6월,100g,78,14.86,1.31,0.78,,수산과학원
R211-663094901-1208,꼴뚜기류_창꼴뚜기_다리_생것_부산_평균,100g,80,16.16,1.16,0.12,,수산과학원
R211-663094901-0757,꼴뚜기류_창꼴뚜기_다리_생것_여수_4월,100g,91,16.90,1.33,1.85,,수산과학원
R211-663095001-1208,꼴뚜기류_창꼴뚜기_머리_생것_부산_평균,100g,88,18.04,1.04,0.50,,수산과학원
R211-663094850-0896,꼴뚜기류_창꼴뚜기_몸통_구운것_남해_평균,100g,165,33.35,2.34,0.44,,수산과학원
R211-663094801-1201,꼴뚜기류_창꼴뚜기_몸통_생것_부산_6월,100g,82,16.05,0.62,2.05,,수산과학원
R211-663094801-0757,꼴뚜기류_창꼴뚜기_몸통_생것_여수_4월,100g,93,18.19,1.12,1.43,,수산과학원
R211-663094001-0008,꼴뚜기류_창꼴뚜기_육_생것_대표_8월,100g,95,19.00,1.25,0.82,,수산과학원
R211-663094001-1200,꼴뚜기류_창꼴뚜기_육_생것_부산_5월,100g,70,14.70,0.50,0.80,0.80,수산과학원
R211-035014001-1266,꼼치류_꼼치_육_생것_강릉_6월,100g,70,16.36,0.10,0.05,0.05,수산과학원
R211-035014001-0010,꼼치류_꼼치_육_생것_대표_10월,100g,132,13.75,0.56,0.18,,수산과학원
R211-035014001-0011,꼼치류_꼼치_육_생것_대표_11월,100g,130,13.48,0.65,0.00,,수산과학원
R211-035014001-0012,꼼치류_꼼치_육_생것_대표_12월,100g,130,13.50,0.57,0.11,,수산과학원
R211-035014001-0001,꼼치류_꼼치_육_생것_대표_1월,100g,142,15.00,0.43,0.00,,수산과학원
R211-035014001-0003,꼼치류_꼼치_육_생것_대표_3월,100g,52,8.84,1.50,0.18,,수산과학원
R211-035014001-0009,꼼치류_꼼치_육_생것_대표_9월,100g,131,13.72,0.55,0.00,,수산과학원
R211-035014001-0897,꼼치류_꼼치_육_생것_통영_1월,100g,67,14.95,0.40,0.02,,수산과학원
R211-035034001-0000,꼼치류_분홍꼼치_육_생것_대표_평균,100g,74,15.23,0.53,1.08,,수산과학원
R211-035034001-1213,꼼치류_분홍꼼치_육_생것_포항_5월,100g,74,15.20,0.50,1.10,,수산과학원
R211-037034035-1214,꽁치(과메기)_육_얼려서 말린것_포항_6월,100g,421,32.10,29.90,0.90,,수산과학원
R211-037014050-7300,꽁치_육_구운것_수입_평균,100g,312,23.30,22.80,0.20,,수산과학원
R211-037014001-1266,꽁치_육_생것_강릉_6월,100g,142,22.70,4.70,0.44,0.44,수산과학원
R211-037014001-0000,꽁치_육_생것_원양산_평균,100g,198,23.42,10.57,0.00,,수산과학원
R211-037014021-0000,꽁치_육_소금에 절여 저장한것_대표_평균,100g,198,20.10,9.80,0.20,,수산과학원
R211-037014030-5928,꽁치_육_조미통조림_수입_6월,100g,243,15.50,14.70,10.10,,수산과학원
R211-037014028-0000,꽁치_육_통조림_대표_평균,100g,125,13.12,6.76,0.00,0.00,수산과학원
R211-037013928-5402,꽁치_전체_통조림_대표_평균,100g,185,22.63,9.00,1.15,,수산과학원
R211-039014301-0000,날치_알_생것_대표_평균,100g,104,10.20,2.20,8.30,,수산과학원
R211-039014301-0324,날치_알_생것_해남_평균,100g,80,9.94,0.67,7.77,,수산과학원
R211-039014001-1200,날치_육_생것_부산_5월,100g,99,22.20,0.50,0.10,0.10,수산과학원
R211-039014021-0000,날치_육_소금에 절여 저장한것_대표_평균,100g,138,26.40,1.30,,,수산과학원
R211-041014001-1205,납지리_육_생것_부산_10월,100g,86,17.50,1.20,0.10,0.10,수산과학원
R211-043014601-0000,넙치류_넙치(광어)_껍질_생것_대표_평균,100g,186,29.30,4.70,0.00,,수산과학원
R211-043012801-1040,"넙치류_넙치(광어)_수컷,육_생것_거제_1월",100g,117,22.44,2.42,0.00,,수산과학원
R211-043012801-1041,"넙치류_넙치(광어)_수컷,육_생것_거제_2월",100g,138,22.83,4.46,0.00,,수산과학원
R211-043012801-1042,"넙치류_넙치(광어)_수컷,육_생것_거제_3월",100g,136,22.33,4.45,0.00,,수산과학원
R211-043012801-1043,"넙치류_넙치(광어)_수컷,육_생것_거제_4월",100g,139,21.69,5.02,0.00,,수산과학원
R211-043012801-1044,"넙치류_넙치(광어)_수컷,육_생것_거제_5월",100g,138,21.75,4.79,0.28,,수산과학원
R211-043012801-0010,"넙치류_넙치(광어)_수컷,육_생것_대표_10월",100g,119,22.31,2.63,0.00,,수산과학원
R211-043012801-0011,"넙치류_넙치(광어)_수컷,육_생것_대표_11월",100g,110,23.00,1.40,0.00,,수산과학원
R211-043012801-0007,"넙치류_넙치(광어)_수컷,육_생것_대표_7월",100g,154,22.69,6.00,0.52,,수산과학원
R211-043012801-0008,"넙치류_넙치(광어)_수컷,육_생것_대표_8월",100g,144,21.98,5.35,0.17,,수산과학원
R211-043012801-0009,"넙치류_넙치(광어)_수컷,육_생것_대표_9월",100g,126,22.83,3.17,0.00,,수산과학원
R211-043014301-0000,넙치류_넙치(광어)_알_생것_대표_평균,100g,33,4.91,1.00,0.79,,수산과학원
R211-043011601-1040,"넙치류_넙치(광어)_암컷,육_생것_거제_1월",100g,133,22.97,3.86,0.00,,수산과학원
R211-043011601-1041,"넙치류_넙치(광어)_암컷,육_생것_거제_2월",100g,119,22.29,2.69,0.00,,수산과학원
R211-043011601-1042,"넙치류_넙치(광어)_암컷,육_생것_거제_3월",100g,128,22.34,3.37,0.54,,수산과학원
R211-043011601-1043,"넙치류_넙치(광어)_암컷,육_생것_거제_4월",100g,125,21.42,3.51,0.50,,수산과학원
R211-043011601-1044,"넙치류_넙치(광어)_암컷,육_생것_거제_5월",100g,112,21.08,2.40,0.00,,수산과학원
R211-043011601-0010,"넙치류_넙치(광어)_암컷,육_생것_대표_10월",100g,152,21.94,6.36,0.00,,수산과학원
R211-043011601-0011,"넙치류_넙치(광어)_암컷,육_생것_대표_11월",100g,128,21.92,3.79,0.00,,수산과학원
R211-043011601-0012,"넙치류_넙치(광어)_암컷,육_생것_대표_12월",100g,132,23.00,3.68,0.00,,수산과학원
R211-043011601-0008,"넙치류_넙치(광어)_암컷,육_생것_대표_8월",100g,142,22.92,4.76,0.00,,수산과학원
R211-043011601-0009,"넙치류_넙치(광어)_암컷,육_생것_대표_9월",100g,140,22.27,4.90,0.00,,수산과학원
R211-043014050-0899,넙치류_넙치(광어)_육_구운것_통영_3월,100g,194,35.67,4.11,1.26,,수산과학원
R211-043014002-0899,넙치류_넙치(광어)_육_말린것_통영_3월,100g,422,81.00,8.15,0.80,,수산과학원
R211-043014001-0012,넙치류_넙치(광어)_육_생것_대표_12월,100g,125,22.67,3.15,0.00,,수산과학원
R211-043014001-0006,넙치류_넙치(광어)_육_생것_대표_6월,100g,137,22.44,4.03,1.03,,수산과학원
R211-043014001-0000,넙치류_넙치(광어)_육_생것_대표_평균,100g,139,22.36,3.28,0.00,0.00,수산과학원
R211-043014001-0757,넙치류_넙치(광어)_육_생것_여수_4월,100g,89,19.85,0.60,0.00,,수산과학원
R211-043014001-0759,넙치류_넙치(광어)_육_생것_여수_6월,100g,109,20.90,2.10,0.27,0.27,수산과학원
R211-043014049-0899,넙치류_넙치(광어)_육_찐것_통영_3월,100g,137,25.50,3.11,0.00,,수산과학원
R211-043013902-5155,넙치류_넙치(광어)_전체_말린것_수입(그린란드)_평균,100g,239,18.42,17.74,0.00,,수산과학원
R211-043013902-5935,넙치류_넙치(광어)_전체_말린것_수입(미국)_평균,100g,111,22.54,1.61,0.00,,수산과학원
R211-043013901-5155,넙치류_넙치(광어)_전체_생것_수입(그린란드)_평균,100g,186,14.37,13.84,0.00,,수산과학원
R211-043013901-5935,넙치류_넙치(광어)_전체_생것_수입(미국)_평균,100g,116,20.53,2.92,1.81,,수산과학원
R211-043013999-5935,넙치류_넙치(광어)_전체_조리예에 따라 조리한것_수입_평균,100g,113,22.13,2.73,0.00,,수산과학원
R211-043034301-0000,넙치류_킹넙치_알_생것_대표_평균,100g,41,6.44,1.09,0.88,,수산과학원
R211-045014001-5927,노래미류_노래미_육_생것_수입_5월,100g,89,17.50,1.30,0.80,0.80,수산과학원
R211-045034001-1199,노래미류_줄노래미_육_생것_부산_4월,100g,85,17.50,1.20,0.00,0.00,수산과학원
R211-045054001-1370,노래미류_쥐노래미_육_생것_포항_6월,100g,119,20.98,3.00,0.52,0.52,수산과학원
R211-047014001-1202,놀래기류_놀래기_육_생것_부산_7월,100g,107,19.20,2.80,0.00,0.00,수산과학원
R211-047034001-1199,놀래기류_사당놀래기_육_생것_부산_4월,100g,104,20.30,1.90,0.00,0.00,수산과학원
R211-047054001-0759,놀래기류_용치놀래기_육_생것_여수_6월,100g,85,19.26,0.20,0.44,0.44,수산과학원
R211-047074001-1199,놀래기류_황놀래기_육_생것_부산_4월,100g,98,18.90,1.90,0.10,0.10,수산과학원
R211-049014050-0000,농어류_농어_육_구운것_대표_평균,100g,138,23.63,2.56,0.00,,수산과학원
R211-049014001-0004,농어류_농어_육_생것_대표_4월,100g,92,19.42,1.09,0.00,,수산과학원
R211-049014001-0757,농어류_농어_육_생것_여수_4월,100g,106,20.04,2.25,0.00,,수산과학원
R211-049014001-1052,농어류_농어_육_생것_충무_평균,100g,96,18.20,1.90,0.20,0.20,수산과학원
R211-049074001-0757,농어류_벌레문치_육_생것_여수_4월,100g,66,10.75,0.88,2.91,,수산과학원
R211-049074001-1226,농어류_벌레문치_육_생것_영덕_5월,100g,88,15.80,2.00,0.70,,수산과학원
R211-049054001-0759,농어류_점농어_육_생것_여수_6월,100g,129,18.50,5.20,0.40,0.40,수산과학원
R211-051014001-1202,누치_육_생것_부산_7월,100g,105,17.30,3.00,0.80,0.80,수산과학원
R211-053014001-0894,눈볼대_육_생것_남해_11월,100g,248,16.90,18.38,0.86,,수산과학원
R211-053014001-0011,눈볼대_육_생것_대표_11월,100g,210,16.90,11.57,7.25,,수산과학원
R211-053014001-0005,눈볼대_육_생것_대표_5월,100g,216,17.57,15.09,0.00,,수산과학원
R211-053014001-1200,눈볼대_육_생것_부산_5월,100g,144,22.30,5.30,0.02,0.02,수산과학원
R211-053014001-0757,눈볼대_육_생것_여수_4월,100g,110,18.50,3.41,0.00,,수산과학원
R211-055014037-0000,눈퉁멸_육_말린것(포)_대표_평균,100g,382,58.60,5.40,11.10,,수산과학원
R211-055014001-1200,눈퉁멸_육_생것_부산_5월,100g,138,18.50,6.20,0.44,0.44,수산과학원
R211-057014001-1202,능성어_육_생것_부산_7월,100g,93,18.80,1.30,0.30,0.30,수산과학원
R211-059014029-0000,다랑어류_가다랑어_육_기름담금 통조림_대표_평균,100g,205,22.31,10.60,0.00,0.00,수산과학원
R211-059014029-5928,다랑어류_가다랑어_육_기름담금 통조림_수입_6월,100g,209,20.00,293.90,1.70,0.30,수산과학원
R211-059014033-5928,다랑어류_가다랑어_육_레토르트_수입_6월,100g,175,12.40,9.90,7.50,,수산과학원
R211-059014037-5402,다랑어류_가다랑어_육_말린것(포)_대표_평균,100g,364,77.46,3.49,0.97,,수산과학원
R211-059014037-5928,다랑어류_가다랑어_육_말린것(포)_수입_6월,100g,372,69.30,7.70,1.60,1.60,수산과학원
R211-059014001-1197,다랑어류_가다랑어_육_생것_부산_2월,100g,127,25.90,1.80,0.30,0.30,수산과학원
R211-059014024-0000,다랑어류_가다랑어_육_추출_대표_평균,100g,2,0.40,,0.00,,수산과학원
R211-059014024-5402,다랑어류_가다랑어_육_추출_대표_평균,100g,3,0.29,0.16,0.06,,수산과학원
R211-059014028-5402,다랑어류_가다랑어_육_통조림_대표_평균,100g,197,23.00,10.63,0.00,,수산과학원
R211-059034029-5928,다랑어류_날개다랑어_육_기름담금 통조림_수입_6월,100g,206,17.60,13.50,1.20,,수산과학원
R211-059074001-0000-DUP1,다랑어류_참다랑어_육(등살)_생것_원양산_평균,100g,167,24.76,6.67,0.03,,수산과학원
R211-059074001-0000-DUP2,다랑어류_참다랑어_육(뱃살)_생것_원양산_평균,100g,214,22.60,12.41,0.52,,수산과학원
R211-059074050-0000,다랑어류_참다랑어_육_구운것_대표_평균,100g,204,29.91,6.28,0.00,,수산과학원
R211-059074001-0000-DUP3,다랑어류_참다랑어_육_생것_대표_평균,100g,196,23.99,8.09,0.00,,수산과학원
R211-059074001-1197,다랑어류_참다랑어_육_생것_부산_2월,100g,132,27.20,1.80,0.10,0.10,수산과학원
R211-059073901-8132,다랑어류_참다랑어_전체_생것_수입_평균,100g,155,23.30,6.81,,,수산과학원
R211-059094050-7079,다랑어류_황다랑어_육_구운것_수입_평균,100g,142,32.00,1.40,0.00,,수산과학원
R211-059094029-5928,다랑어류_황다랑어_육_기름담금 통조림_수입_6월,100g,163,18.80,8.30,1.30,,수산과학원
R211-059094001-1203,다랑어류_황다랑어_육_생것_부산_8월,100g,114,23.90,1.30,0.20,0.20,수산과학원
R211-059094001-7079,다랑어류_황다랑어_육_생것_수입_평균,100g,104,23.40,1.00,0.00,,수산과학원
R211-059094049-7079,다랑어류_황다랑어_육_찐것_수입_평균,100g,124,27.80,1.20,0.00,,수산과학원
R211-059093901-8132,다랑어류_황다랑어_전체_생것_수입_평균,100g,108,25.00,0.94,,,수산과학원
R211-477014001-0530,다슬기류_곳체다슬기_육_생것_경기_11월,100g,78,11.60,0.60,5.70,5.70,수산과학원
R211-477014001-0000,다슬기류_곳체다슬기_육_생것_대표_평균,100g,79,11.60,0.60,4.00,,수산과학원
R211-477014001-0946,다슬기류_곳체다슬기_육_생것_문경_11월,100g,78,11.60,0.60,4.00,,수산과학원
R211-477034001-0530,다슬기류_다슬기_육_생것_경기_11월,100g,78,11.90,1.20,5.70,,수산과학원
R211-477034001-0011,다슬기류_다슬기_육_생것_대표_11월,100g,80,13.24,1.73,1.85,,수산과학원
R211-477034001-0000,다슬기류_다슬기_육_생것_대표_평균,100g,93,12.02,1.47,6.86,,수산과학원
R211-477034001-0946,다슬기류_다슬기_육_생것_문경_11월,100g,78,11.90,1.20,4.00,4.00,수산과학원
R211-477034001-0822,다슬기류_다슬기_육_생것_춘천_4월,100g,84,12.66,1.32,4.40,,수산과학원
R211-477033901-0649,다슬기류_다슬기_전체_생것_진안_평균,100g,66,10.81,1.20,2.31,,수산과학원
R211-477054001-0011,다슬기류_띠구슬다슬기_육_생것_대표_11월,100g,117,16.90,0.60,9.80,9.80,수산과학원
R211-477074001-0011,다슬기류_염주알다슬기_육_생것_대표_11월,100g,113,12.70,1.40,11.20,11.20,수산과학원
R211-477094001-0478,다슬기류_좀주름다슬기_육_생것_영암_11월,100g,88,14.00,0.50,6.00,6.00,수산과학원
R211-477114001-0946,다슬기류_주름다슬기_육_생것_문경_11월,100g,98,14.20,1.60,5.60,5.60,수산과학원
R211-477134001-0011,다슬기류_참다슬기_육_생것_대표_11월,100g,76,12.30,0.40,4.90,4.90,수산과학원
R112-819013990-5402,다시마류_다시마_전체_삶은것에 소금을 가한것_대표_평균,100g,15,1.21,0.29,5.43,,수산과학원
R112-819015102-1273,다시마류_다시마_줄기_말린것_강릉_평균,100g,110,7.40,1.10,45.20,41.10,수산과학원
R112-819015101-0000,다시마류_다시마_줄기_생것_대표_평균,100g,12,1.10,0.20,4.20,3.60,수산과학원
R112-819015121-0000,다시마류_다시마_줄기_소금에 절여 저장한것_대표_평균,100g,18,1.20,0.30,6.00,,수산과학원
R112-819015124-0000,다시마류_다시마_줄기_추출_대표_평균,100g,1,0.10,0.00,0.30,,수산과학원
R112-819015154-0000,다시마류_다시마_줄기_튀긴것_대표_평균,100g,253,3.60,23.00,58.80,,수산과학원
